X,y,f,airfoil name,cl,cd,cm,y_std,f_polar
"[-0.06969016973447888 0.1041759297516426 -0.01306874010973754
 0.02423994741030223 0.003187398160853537 0.002442621350130618
 -0.001583458272028744 -0.0002021535504028567 -0.001219553213587698
 0.2858392930137089 0.006668635133035561 -0.02034285491002728
 0.00945952062239837 -0.003366029840755411 -0.005062611620288494
 -0.001697291555393674 -0.002217388543838846 -0.0004302552160529138
 5.29079e-05]","[0.1783213 0.2114386 0.3187776 0.4079725 0.4549372 0.4832733 0.5108378
 0.5522256 0.5889266 0.6371514 0.6844827 0.7309038 0.7800328 0.8290056
 0.8765676 0.9222192 0.9606214 0.9969552 1.025657 1.048653 1.06712 1.0798
 1.091664 1.103387 1.113955 -1.4203993027255029 -1.529548639631648
 -1.5843857056844803 -1.538282130367494 -1.4440278092559171
 -1.3502769815303315 -1.268712122192127 -1.1944507536655053
 -1.126449869972352 -1.064242910378695 -1.0072298307802363
 -0.952546388088342 -0.9016297408533611 -0.8534645390984034
 -0.8080540489897736 -0.7650008562885605 -0.7214480499250435
 -0.678207143572649 -0.6352869483054755 -0.5943376403496724
 -0.5553373209673053 -0.5178262798335985 -0.4822481914442573
 -0.4477199026694211 -0.414313157821906 -0.141963 -0.1439484 -0.1439635
 -0.1388722 -0.1326733 -0.1271962 -0.1227219 -0.1205597 -0.1195748
 -0.1199154 -0.1206879 -0.1224717 -0.1245954 -0.1270817 -0.1297312
 -0.1323904 -0.1359115 -0.1401378 -0.1453688 -0.1509992 -0.1570517
 -0.1637611 -0.1706718 -0.1782063 -0.1861599]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],GS1_0014,"[0.1783213 0.2114386 0.3187776 0.4079725 0.4549372 0.4832733 0.5108378
 0.5522256 0.5889266 0.6371514 0.6844827 0.7309038 0.7800328 0.8290056
 0.8765676 0.9222192 0.9606214 0.9969552 1.025657 1.048653 1.06712 1.0798
 1.091664 1.103387 1.113955]","[-1.4203993  -1.52954864 -1.58438571 -1.53828213 -1.44402781 -1.35027698
 -1.26871212 -1.19445075 -1.12644987 -1.06424291 -1.00722983 -0.95254639
 -0.90162974 -0.85346454 -0.80805405 -0.76500086 -0.72144805 -0.67820714
 -0.63528695 -0.59433764 -0.55533732 -0.51782628 -0.48224819 -0.4477199
 -0.41431316]","[-0.141963 -0.1439484 -0.1439635 -0.1388722 -0.1326733 -0.1271962
 -0.1227219 -0.1205597 -0.1195748 -0.1199154 -0.1206879 -0.1224717
 -0.1245954 -0.1270817 -0.1297312 -0.1323904 -0.1359115 -0.1401378
 -0.1453688 -0.1509992 -0.1570517 -0.1637611 -0.1706718 -0.1782063
 -0.1861599]","[ 2.90303018  2.60038746  2.51124248  2.33150712  1.90266605  1.25292195
  0.46669559 -0.13459069 -0.4626877  -0.35395145  0.01449668  0.48581304
  0.91978794  1.21290095  1.41287781  1.56010334  1.6485896   1.72603314
  1.76717527  1.78344421  1.78273213  1.75364323  1.62250742  1.48332505
  1.4203485   1.36263223  1.92359129  2.7342607   3.2495972   3.13062701
  2.87011218  2.43236532  2.01811285  1.78506647  1.78947588  1.85074259
  1.81565058  1.72918974  1.63745391  1.52737374  1.3966087   1.29490402
  1.2190589   1.17891723  1.13055244  1.08220548  1.05063216  0.90258187
  0.80886929  0.81446856 -2.86505078 -2.72192199 -2.73518671 -2.66667248
 -2.58014991 -2.52423125 -2.49964147 -2.48782529 -2.43761454 -2.37164811
 -2.26595393 -2.11733881 -1.98538844 -1.87878679 -1.78549424 -1.69780703
 -1.62514626 -1.56474007 -1.52123654 -1.48274515 -1.45340626 -1.43842767
 -1.40496146 -1.38701615 -1.40646184]",1
"[-0.09859400222570389 -0.04506022401425126 -0.02860438608716568
 0.005617572393317766 -0.003472940036893349 0.004055773947755804
 -0.001058450797186018 0.001018354907341653 -0.0005778877636049719
 0.1259227276323512 0.004748191472277483 -0.004621902931852046
 -0.002642377808418043 0.0009336182367841524 0.002394597241698365
 0.001630697944427086 0.0005728114992817927 0.000572684520741915
 0.0004452458]","[-0.4655751 -0.3411123 -0.2105727 -0.07425033 0.07873668 0.2333535
 0.3904132 0.5515232 0.7050595 0.8422414 0.9023502 0.8370984 0.7705654
 0.727478 0.7003453 0.6972399 0.7110997 0.7326183 0.7566688 0.7834131
 0.8105272 0.8352808 0.861302 0.8869132 0.9098889 -1.5229601107347497
 -1.7298193162569189 -1.9520417055139332 -2.0845624888691434
 -2.0923760589629197 -2.086605921259807 -2.0724756591249713
 -2.0188045700034762 -1.7835166111991994 -1.51211886671742
 -1.3190644144200339 -1.2044486420734122 -1.1088371783262598
 -1.0211558531683158 -0.9387262517691788 -0.860400147699519
 -0.7930627322789419 -0.7340361145347298 -0.6819594243347962
 -0.634303341824065 -0.5902945607254115 -0.5503004215178017
 -0.5121078515203069 -0.4761413332705605 -0.4430952128249659 -0.03212238
 -0.02073672 -0.01034553 -0.002768172 -0.0008332275 0.0003928658
 0.002592008 0.008633508 0.01860491 0.02385283 0.0272533 0.0249635
 0.01443815 0.0007794215 -0.01440987 -0.02915711 -0.04089204 -0.05103768
 -0.05999996 -0.06859292 -0.07689525 -0.08454601 -0.09250286 -0.1004684
 -0.1079628]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],RC310_0021,"[-0.4655751 -0.3411123 -0.2105727 -0.07425033 0.07873668 0.2333535
 0.3904132 0.5515232 0.7050595 0.8422414 0.9023502 0.8370984 0.7705654
 0.727478 0.7003453 0.6972399 0.7110997 0.7326183 0.7566688 0.7834131
 0.8105272 0.8352808 0.861302 0.8869132 0.9098889]","[-1.52296011 -1.72981932 -1.95204171 -2.08456249 -2.09237606 -2.08660592
 -2.07247566 -2.01880457 -1.78351661 -1.51211887 -1.31906441 -1.20444864
 -1.10883718 -1.02115585 -0.93872625 -0.86040015 -0.79306273 -0.73403611
 -0.68195942 -0.63430334 -0.59029456 -0.55030042 -0.51210785 -0.47614133
 -0.44309521]","[-0.03212238 -0.02073672 -0.01034553 -0.002768172 -0.0008332275
 0.0003928658 0.002592008 0.008633508 0.01860491 0.02385283 0.0272533
 0.0249635 0.01443815 0.0007794215 -0.01440987 -0.02915711 -0.04089204
 -0.05103768 -0.05999996 -0.06859292 -0.07689525 -0.08454601 -0.09250286
 -0.1004684 -0.1079628]","[-0.15249721 -0.21319967 -0.29819464 -0.38724397 -0.41562486 -0.41276958
 -0.33429371 -0.13893527  0.2011778   0.75314423  1.256737    1.1577385
  0.85707505  0.54611992  0.27555418  0.12874481  0.06835751  0.04105906
  0.02226595  0.01702447  0.01597004  0.0020922  -0.0131663  -0.01867698
 -0.03416283  0.4488938   0.2600312  -0.34008517 -0.79470736 -0.72437386
 -0.88097634 -1.22605078 -1.74261572 -1.77971655 -1.52299778 -1.16456614
 -1.06831294 -1.01838168 -0.95820252 -0.8258716  -0.59307533 -0.41689624
 -0.28933677 -0.22015094 -0.16902999 -0.12925073 -0.13306136 -0.12467007
 -0.10928452 -0.13067825  0.13971112  0.25628657  0.32078842  0.36670614
  0.33464738  0.29117738  0.26057283  0.32143332  0.49281055  0.58007324
  0.64059715  0.652775    0.5842866   0.4930791   0.38060417  0.275983
  0.22618547  0.20456526  0.20430785  0.20963559  0.21813827  0.2383447
  0.25397645  0.26227375  0.28299803]",1
"[-0.07376533742611868 0.06349844590633254 0.025537202934313
 0.01730369393289125 0.009463349386451624 0.008329635782260768
 0.003907231242142623 0.002628762888358094 0.0004973246239920442
 0.1372412087923962 -0.03576845484046011 -0.03393577816950316
 -0.03088930709043091 -0.01763923913920855 -0.002636127685628773
 -0.005204404029810845 0.0002170444444749998 -0.001561662641319574
 0.001285503617369917]","[-0.4640479 -0.2817951 -0.1004716 0.07605278 0.2514657 0.4269686 0.6013785
 0.7836382 0.9477087 1.00079 0.8894277 0.8122586 0.8001611 0.8076157
 0.8234833 0.8409681 0.8609491 0.8814287 0.9018339 0.9222493 0.9436122
 0.9649299 0.9872175 1.008927 1.028905 -1.7438600141586598
 -1.9972902222684403 -2.054000295283085 -2.058065659210659
 -2.052521184413106 -2.004987125668608 -1.8290527580314258
 -1.6074417969776238 -1.3880943053763324 -1.227888742328163
 -1.1425175772167484 -1.0640882025019804 -0.9840127318108586
 -0.9118110901217299 -0.8475862788306225 -0.7888933478404607
 -0.7345507849173428 -0.6839912620902655 -0.6364797768596325
 -0.5917513828139492 -0.5491792929289554 -0.509351133794604
 -0.4715908727279178 -0.4364152184133077 -0.40390125449554554 -0.05928971
 -0.05461934 -0.0517821 -0.05238297 -0.05345476 -0.05264645 -0.04861398
 -0.04679136 -0.05228243 -0.05484471 -0.05351023 -0.06412734 -0.07630524
 -0.08764372 -0.09768367 -0.1071791 -0.1162166 -0.1249478 -0.1335601
 -0.1419702 -0.1503546 -0.1583297 -0.1662059 -0.1736773 -0.1805867]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],SSCA09_0038,"[-0.4640479 -0.2817951 -0.1004716 0.07605278 0.2514657 0.4269686 0.6013785
 0.7836382 0.9477087 1.00079 0.8894277 0.8122586 0.8001611 0.8076157
 0.8234833 0.8409681 0.8609491 0.8814287 0.9018339 0.9222493 0.9436122
 0.9649299 0.9872175 1.008927 1.028905]","[-1.74386001 -1.99729022 -2.0540003  -2.05806566 -2.05252118 -2.00498713
 -1.82905276 -1.6074418  -1.38809431 -1.22788874 -1.14251758 -1.0640882
 -0.98401273 -0.91181109 -0.84758628 -0.78889335 -0.73455078 -0.68399126
 -0.63647978 -0.59175138 -0.54917929 -0.50935113 -0.47159087 -0.43641522
 -0.40390125]","[-0.05928971 -0.05461934 -0.0517821 -0.05238297 -0.05345476 -0.05264645
 -0.04861398 -0.04679136 -0.05228243 -0.05484471 -0.05351023 -0.06412734
 -0.07630524 -0.08764372 -0.09768367 -0.1071791 -0.1162166 -0.1249478
 -0.1335601 -0.1419702 -0.1503546 -0.1583297 -0.1662059 -0.1736773
 -0.1805867]","[-0.14525008  0.08884329  0.28614832  0.46015835  0.64879716  0.87765652
  1.06891584  1.29677469  1.58826478  1.60900494  1.18305528  1.00056954
  1.05311957  1.0724231   1.07027628  1.04316932  1.01736047  0.9896276
  0.96394271  0.94163274  0.93232285  0.93080052  0.88089033  0.82791496
  0.81414204 -1.51915555 -1.96173152 -1.19266467 -0.59854206 -0.48740156
 -0.46518483 -0.11808529  0.13403446  0.36556738  0.57915749  0.54256722
  0.5386373   0.63679096  0.73432067  0.81544699  0.89829778  0.98171035
  1.0627827   1.14316064  1.21465092  1.29561424  1.35955412  1.26922205
  1.17406692  1.15637525 -0.60346894 -0.56270647 -0.62690692 -0.73906912
 -0.82874018 -0.87919993 -0.86731076 -0.88375997 -1.01052188 -1.03567461
 -0.94613681 -1.0211249  -1.09286992 -1.14719928 -1.18354052 -1.21577442
 -1.24141651 -1.26310469 -1.2825495  -1.29731625 -1.31374812 -1.3234594
 -1.31018403 -1.29092874 -1.28605203]",1
"[-0.1588771384908191 -0.05615116695966783 -0.04105345560060296
 -0.007387112975199086 -0.009025681775636752 -0.001060626366423662
 -0.005199123598964985 -0.0008686683758539459 -0.001935170250249569
 0.183381973276673 -0.07616641623429979 -0.03860359430931559
 -0.02293175489054488 -0.01637875006070377 -0.002156632512151111
 -0.01062613671830712 -0.002034209571989733 -0.003896783999778969
 0.0007098455007329728]","[-0.4861639 -0.3268339 -0.1723915 -0.008899478 0.1523592 0.3112841
 0.4690306 0.5692813 0.5822025 0.5014306 0.4272232 0.415269 0.4256384
 0.447656 0.4757279 0.5087783 0.5422042 0.5780199 0.6149517 0.651691
 0.6876317 0.722164 0.7550406 0.7848681 0.8145546 -1.6615267724350016
 -1.870357148177826 -2.003962764671822 -2.0145563251421645
 -1.9849207820987902 -1.861553929360247 -1.6868643172255984
 -1.4953626558852826 -1.3550139144635718 -1.2623581823644374
 -1.1805021284369208 -1.0986761290857048 -1.0249126845454206
 -0.9587700083358627 -0.8996849516119357 -0.8457842459759214
 -0.7955129222633386 -0.7487838706688171 -0.7041271324486988
 -0.6616740135646085 -0.6213564923049915 -0.5830406279385882
 -0.5464850485824851 -0.5117109260195994 -0.4781529731817444 -0.01393497
 -0.001735955 0.009138038 0.01409641 0.01839726 0.02374198 0.02685249
 0.03071809 0.03923517 0.04842301 0.04820964 0.0430138 0.03652361
 0.02968919 0.02300503 0.01628518 0.009245888 0.002109222 -0.005442262
 -0.01334381 -0.02151985 -0.02983553 -0.03820055 -0.04687019 -0.05600643]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],VR12_0030,"[-0.4861639 -0.3268339 -0.1723915 -0.008899478 0.1523592 0.3112841
 0.4690306 0.5692813 0.5822025 0.5014306 0.4272232 0.415269 0.4256384
 0.447656 0.4757279 0.5087783 0.5422042 0.5780199 0.6149517 0.651691
 0.6876317 0.722164 0.7550406 0.7848681 0.8145546]","[-1.66152677 -1.87035715 -2.00396276 -2.01455633 -1.98492078 -1.86155393
 -1.68686432 -1.49536266 -1.35501391 -1.26235818 -1.18050213 -1.09867613
 -1.02491268 -0.95877001 -0.89968495 -0.84578425 -0.79551292 -0.74878387
 -0.70412713 -0.66167401 -0.62135649 -0.58304063 -0.54648505 -0.51171093
 -0.47815297]","[-0.01393497 -0.001735955 0.009138038 0.01409641 0.01839726 0.02374198
 0.02685249 0.03071809 0.03923517 0.04842301 0.04820964 0.0430138
 0.03652361 0.02968919 0.02300503 0.01628518 0.009245888 0.002109222
 -0.005442262 -0.01334381 -0.02151985 -0.02983553 -0.03820055 -0.04687019
 -0.05600643]","[-0.2501987  -0.14049411 -0.09555438 -0.01879874  0.03806516  0.10663041
  0.18862018 -0.02909541 -0.50112554 -1.08658548 -1.45234955 -1.51130412
 -1.42775172 -1.29160698 -1.17410727 -1.07028158 -1.00126525 -0.94440418
 -0.89704385 -0.86020598 -0.83022327 -0.8081912  -0.76766999 -0.72671624
 -0.71367216 -0.78562928 -0.90735452 -0.77424997 -0.27642724 -0.08545768
  0.26550846  0.52910067  0.64534309  0.54503837  0.32422281  0.17527265
  0.1426491   0.09445743  0.00745405 -0.1227859  -0.2882405  -0.47546295
 -0.68779389 -0.88465683 -1.05905426 -1.20571358 -1.32645303 -1.30733732
 -1.25835958 -1.28190705  0.6372396   0.71556317  0.76639689  0.74257056
  0.75980623  0.80640411  0.79494392  0.80165441  0.93032364  1.08452631
  1.05231932  0.99191643  0.99247912  1.02936482  1.08337404  1.14482616
  1.20305839  1.25992969  1.30707239  1.34428856  1.37291055  1.39641977
  1.40640554  1.39941518  1.40552305]",1
"[-0.07233490233706662 0.02637529965990535 0.03557055235941992
 0.02952074046921832 0.008108204069835201 0.008687476157206294
 0.003545872624243859 0.002809172803405515 0.0003205511889439609
 0.07989621536185833 -0.06673466967309427 -0.04019398027418437
 -0.02281665198571615 -0.0145606497769485 -0.002271143625511409
 -0.005543793622206535 0.000364994617931504 -0.001776579716066785
 0.002450327967974278]","[-0.6919607 -0.5099953 -0.3394786 -0.165928 0.006843387 0.180497 0.3579236
 0.538376 0.7228023 0.8754439 0.8316049 0.7825841 0.7755891 0.7822259
 0.7931919 0.8067279 0.8217573 0.8385989 0.8583436 0.8803647 0.9033481
 0.9272628 0.9506159 0.9738046 0.9949601 -1.5428035277777747
 -1.7736272244649858 -1.9895007547105361 -2.05080903366648
 -2.054914225531243 -2.0499786759602343 -1.987900859456258
 -1.779628014363929 -1.5333958524833062 -1.3081971700773083
 -1.1856652210752392 -1.097435175282695 -1.0130914621346034
 -0.9380290898386026 -0.8690393698778405 -0.8054395948198907
 -0.7461809504482649 -0.690470540960569 -0.6388301185917288
 -0.5919327689499257 -0.5492697382598951 -0.5097048971590216
 -0.4731636366115406 -0.43887881106518306 -0.4071152868270007 0.006394394
 0.01536377 0.021183 0.02116529 0.0188561 0.01660852 0.01619765 0.01759169
 0.0151432 -0.0001729334 -0.02191466 -0.0385721 -0.05256253 -0.06432027
 -0.07565029 -0.08646102 -0.09698927 -0.1072445 -0.1167928 -0.1254659
 -0.1334321 -0.1410639 -0.1483324 -0.1554942 -0.1622605]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],SSCA09_0039,"[-0.6919607 -0.5099953 -0.3394786 -0.165928 0.006843387 0.180497 0.3579236
 0.538376 0.7228023 0.8754439 0.8316049 0.7825841 0.7755891 0.7822259
 0.7931919 0.8067279 0.8217573 0.8385989 0.8583436 0.8803647 0.9033481
 0.9272628 0.9506159 0.9738046 0.9949601]","[-1.54280353 -1.77362722 -1.98950075 -2.05080903 -2.05491423 -2.04997868
 -1.98790086 -1.77962801 -1.53339585 -1.30819717 -1.18566522 -1.09743518
 -1.01309146 -0.93802909 -0.86903937 -0.80543959 -0.74618095 -0.69047054
 -0.63883012 -0.59193277 -0.54926974 -0.5097049  -0.47316364 -0.43887881
 -0.40711529]","[0.006394394 0.01536377 0.021183 0.02116529 0.0188561 0.01660852
 0.01619765 0.01759169 0.0151432 -0.0001729334 -0.02191466 -0.0385721
 -0.05256253 -0.06432027 -0.07565029 -0.08646102 -0.09698927 -0.1072445
 -0.1167928 -0.1254659 -0.1334321 -0.1410639 -0.1483324 -0.1554942
 -0.1622605]","[-1.2267809  -1.07315128 -0.98234088 -0.90411863 -0.85865871 -0.76505308
 -0.55039426 -0.22025516  0.30260326  0.93237455  0.85336034  0.81280998
  0.89035248  0.90567596  0.87477818  0.82532704  0.76915704  0.71661576
  0.6818239   0.66269362  0.65508559  0.66098184  0.62100253  0.58421842
  0.57219474  0.27210411 -0.10386175 -0.65331839 -0.54481872 -0.50163029
 -0.69438577 -0.8410995  -0.6514846  -0.42273684 -0.01480061  0.12534772
  0.15685646  0.25120689  0.3284981   0.42910326  0.55320294  0.7037154
  0.88772455  1.07270609  1.20875271  1.29247983  1.34665933  1.21511478
  1.0944806   1.05083267  1.19336263  1.12888882  1.04187708  0.90011615
  0.76995053  0.6489956   0.56025615  0.51622569  0.41939686  0.08679765
 -0.32538925 -0.5409755  -0.65404742 -0.7145416  -0.76968413 -0.81965085
 -0.86679676 -0.91156148 -0.9436352  -0.95836685 -0.96085434 -0.95798843
 -0.93086423 -0.90515548 -0.89011178]",1
"[-0.02892651241645865 0.07127372590216459 0.0269324687175013
 0.01688687139045874 0.00794700320407266 0.009401369083172486
 0.003361667975745864 0.002888383670177975 0.0002915818693272713
 0.1186738895426439 -0.02663531339812174 -0.02915318355629724
 -0.02390512294627108 -0.01689893795494224 -0.001666404433871629
 -0.005702733952137335 0.0004304521227015118 -0.001776366051089998
 0.002378427465176025]","[-0.3719326 -0.1901704 -0.01277005 0.1605302 0.333236 0.5079381 0.6836836
 0.8700048 1.050068 1.129577 1.016534 0.9443471 0.9324749 0.9356435
 0.9445613 0.9564645 0.9702538 0.984047 0.9975935 1.0115 1.027509 1.043859
 1.064387 1.080542 1.100322 -1.6718710547596372 -1.917181610201353
 -2.0479832494726273 -2.054753247289454 -2.04838008730688
 -2.0055873746412387 -1.825418944585105 -1.5975437877294156
 -1.370250947931564 -1.1993512322660713 -1.1166273957370136
 -1.0400915529599246 -0.9619507958852135 -0.8919307742867436
 -0.8280881699552597 -0.7682949756839601 -0.7121971507555414
 -0.6596090349513736 -0.6101684484486721 -0.5648160151057909
 -0.5231043474677125 -0.48528175050088973 -0.4487729401422454
 -0.416469112102635 -0.3845787844939629 -0.07589756 -0.07114301
 -0.06930956 -0.07027755 -0.07164569 -0.07124138 -0.06758897 -0.06572449
 -0.07324839 -0.08214977 -0.08367198 -0.09540542 -0.1074175 -0.1178942
 -0.1276273 -0.1373549 -0.1469173 -0.156264 -0.1653587 -0.1734145
 -0.1807171 -0.1871106 -0.1940083 -0.1995966 -0.2059899]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],SSCA09_0018,"[-0.3719326 -0.1901704 -0.01277005 0.1605302 0.333236 0.5079381 0.6836836
 0.8700048 1.050068 1.129577 1.016534 0.9443471 0.9324749 0.9356435
 0.9445613 0.9564645 0.9702538 0.984047 0.9975935 1.0115 1.027509 1.043859
 1.064387 1.080542 1.100322]","[-1.67187105 -1.91718161 -2.04798325 -2.05475325 -2.04838009 -2.00558737
 -1.82541894 -1.59754379 -1.37025095 -1.19935123 -1.1166274  -1.04009155
 -0.9619508  -0.89193077 -0.82808817 -0.76829498 -0.71219715 -0.65960903
 -0.61016845 -0.56481602 -0.52310435 -0.48528175 -0.44877294 -0.41646911
 -0.38457878]","[-0.07589756 -0.07114301 -0.06930956 -0.07027755 -0.07164569 -0.07124138
 -0.06758897 -0.06572449 -0.07324839 -0.08214977 -0.08367198 -0.09540542
 -0.1074175 -0.1178942 -0.1276273 -0.1373549 -0.1469173 -0.156264
 -0.1653587 -0.1734145 -0.1807171 -0.1871106 -0.1940083 -0.1995966
 -0.2059899]","[ 0.29187121  0.55539592  0.75160945  0.93643833  1.1526969   1.41731048
  1.61635802  1.83098139  2.17339447  2.30420964  1.90779197  1.83633356
  1.92957782  1.9132438   1.85170332  1.77797806  1.70959203  1.64375185
  1.58512913  1.53601616  1.50999177  1.49618903  1.42882846  1.32481517
  1.32317728 -0.87778893 -1.29630465 -1.14235003 -0.57401912 -0.46277909
 -0.46824268 -0.1015456   0.17918949  0.46237292  0.79021983  0.79291434
  0.81336871  0.92933232  1.04204364  1.16658391  1.32790529  1.51602756
  1.72154544  1.93187694  2.09052022  2.19925123  2.23689134  2.05421978
  1.81842553  1.79088766 -1.05778752 -0.96210802 -1.02777726 -1.13788933
 -1.23091588 -1.28951978 -1.28526148 -1.29545389 -1.45515427 -1.59627781
 -1.53871458 -1.60879895 -1.66789945 -1.70835564 -1.74597636 -1.7927268
 -1.83958009 -1.88496603 -1.92528865 -1.94308898 -1.94691327 -1.93267436
 -1.90021961 -1.84083348 -1.83489191]",1
"[-0.1153305340547708 0.02191972805003853 -0.001690091584492818
 0.00169895780250763 0.0008312432981093938 0.001487962008795363
 0.0004275162847986053 0.0005192157811336302 8.649115994884536e-05
 0.1153305340547708 -0.02191972805003853 0.001690091584492818
 -0.00169895780250763 -0.0008312432981093938 -0.001487962008795363
 -0.0004275162847986053 -0.0005192157811336302 -8.649115994884536e-05
 0.0020987011]","[-0.6754689 -0.5156025 -0.3423095 -0.169512 9.541644e-05 0.1697049
 0.3426103 0.5165979 0.6731102 0.7738028 0.7594938 0.711817 0.6815287
 0.6703156 0.6733418 0.6885904 0.7117745 0.7384168 0.7657703 0.7930826
 0.8199551 0.8471112 0.8730018 0.899134 0.9241013 -1.593206980510812
 -1.8768424784545308 -2.0413485500527164 -2.058727395606213
 -2.062973800954069 -2.059057547673158 -2.0415706781348217
 -1.875218072005325 -1.5947356221395441 -1.36966977592974
 -1.2284474257463824 -1.1270679370135572 -1.0382016370902347
 -0.9575308101928602 -0.8839215012251324 -0.8173762403226204
 -0.7568805597466974 -0.7026930547157169 -0.6536536769572258
 -0.6089798077602676 -0.5677763802898 -0.5289530887309328
 -0.4929684511489765 -0.4585067498821211 -0.4259962963701093 -0.0135099
 -0.009856054 -0.003305008 -0.0007050316 -2.004804e-05 0.0006644338
 0.00325592 0.009732453 0.01364388 0.01105477 -0.001150794 -0.01585592
 -0.03056989 -0.04442772 -0.05707397 -0.06844846 -0.07885841 -0.08816119
 -0.0966449 -0.1045731 -0.1121678 -0.1197009 -0.1268418 -0.1341281
 -0.1412878]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],NACA0012_0018,"[-0.6754689 -0.5156025 -0.3423095 -0.169512 9.541644e-05 0.1697049
 0.3426103 0.5165979 0.6731102 0.7738028 0.7594938 0.711817 0.6815287
 0.6703156 0.6733418 0.6885904 0.7117745 0.7384168 0.7657703 0.7930826
 0.8199551 0.8471112 0.8730018 0.899134 0.9241013]","[-1.59320698 -1.87684248 -2.04134855 -2.0587274  -2.0629738  -2.05905755
 -2.04157068 -1.87521807 -1.59473562 -1.36966978 -1.22844743 -1.12706794
 -1.03820164 -0.95753081 -0.8839215  -0.81737624 -0.75688056 -0.70269305
 -0.65365368 -0.60897981 -0.56777638 -0.52895309 -0.49296845 -0.45850675
 -0.4259963 ]","[-0.0135099 -0.009856054 -0.003305008 -0.0007050316 -2.004804e-05
 0.0006644338 0.00325592 0.009732453 0.01364388 0.01105477 -0.001150794
 -0.01585592 -0.03056989 -0.04442772 -0.05707397 -0.06844846 -0.07885841
 -0.08816119 -0.0966449 -0.1045731 -0.1121678 -0.1197009 -0.1268418
 -0.1341281 -0.1412878]","[-1.14852118 -1.10170312 -0.9973654  -0.92432507 -0.90024228 -0.8369814
 -0.65224878 -0.3549601   0.01854189  0.38370604  0.44219614  0.36504506
  0.26728812  0.17070669  0.10127591  0.07371515  0.07263105  0.07802069
  0.0813068   0.0814205   0.08088557  0.08683626  0.06990754  0.06611696
  0.06713816 -0.17695214 -0.96122529 -1.08687056 -0.60344113 -0.54955156
 -0.74063637 -1.08538344 -1.08756951 -0.75552339 -0.46944968 -0.28833813
 -0.18240134 -0.08175413  0.02663532  0.16109442  0.3042477   0.44796346
  0.55749481  0.62835065  0.65442659  0.65112523  0.64505619  0.53377635
  0.46040038  0.43081697  0.64886767  0.51928837  0.48181212  0.41268777
  0.35262563  0.29716986  0.27519642  0.34532948  0.38760027  0.31731486
  0.08255145 -0.1141683  -0.24757044 -0.34552825 -0.42076223 -0.47525602
 -0.51354032 -0.53261471 -0.53638947 -0.52929066 -0.51741873 -0.50579065
 -0.47478064 -0.45185158 -0.43699351]",1
