X,y,airfoil name
"[-0.085122746429436 -0.0171400308463111 -0.0477536988604129
 -0.016472791748978 -0.0214599720722334 -0.0020137334202065
 -0.0058305778352123 -0.0006017055238984 -0.0018339164761405
 0.193564182026248 -0.0351340402394279 -0.0450491706063801
 -0.0302827005621018 -0.0273667479760613 -0.0033873240391311
 -0.0121430656539149 -0.0013342040990578 -0.0044304825716606
 0.0012493786796927 15.0]",[0.0028307497044044],VR12_0002
"[-0.0799681233171579 0.0425188451243588 0.0110121936388165
 0.0174243026947544 0.0073812209504219 0.0045010314887299
 0.0051066438666507 0.0010259795290117 0.0021366757786617
 0.0941051736381296 -0.0583545778694491 -0.0144326512961415
 -0.0145801049207335 -0.0104186876989785 -0.003684030990106
 -0.0068321094264912 -0.0013561018158665 -0.0027113263509511 0.0029687511
 -3.0]",[0.4074236349422508],SC1095_0039
"[-0.0606778078056882 0.0232839487246321 0.0226850476923004
 0.0209689183056152 0.0049146632883957 0.0095476745692627
 0.0031744854598128 0.0029957915372998 0.0002385069176455
 0.1277392280167425 -0.049384906785159 -0.0434208105819556
 -0.0189912346304299 -0.016660677266131 -0.0016888902369882
 -0.0057518624886291 0.0005138347632867 -0.0018275061567946
 0.0009840418369258 -3.0]",[0.4613033282322069],SSCA09_0009
"[-0.1044714540025256 0.0174098293650521 -0.0268579129370846
 0.0065905469845361 -0.0165583413715472 -0.0014296096307857
 -0.0011596125957421 -0.0027263021821596 -0.0009381448618508
 0.1597996857171546 -0.0517282195974402 -0.0176404870143779
 -0.006400586984835 -0.0059523781246725 0.0010657524583795
 -0.0079382277201134 -0.0003126340376386 -0.0026047126085384
 0.0002529103899457 -1.0]",[0.4491850228122162],RC410_0008
"[-0.1196607620441707 -0.0500099401366872 -0.0330891927209593
 0.022028761383858 -0.012560643225328 0.012756216927583
 -0.0070013953322131 0.0040857593775504 -0.0014550162472164
 0.1844588921862625 -0.1088561813933708 -0.0220133460100781
 0.0074587158105083 -0.0124569002138768 0.0012643212346407
 -0.008562855569316 -0.0002362761505936 -0.0026996523007067
 2.4733671843117904e-05 0.0]",[0.4782244077333112],V43015_248_0026
"[-0.0401108469654882 0.0744544500543923 0.0268540062543704
 0.0345680670751091 0.0050332364088671 0.0118467614814146
 0.0021152774266324 0.0028963815819277 -6.720237757992202e-05
 0.1599482830717874 -0.0376848623246593 -0.0398464166501413
 -0.0407905912319465 -0.0234385517475289 -0.0008302791061913
 -0.0077676141294559 0.000677495916797 -0.0020472569256513
 0.0005101845660552 -2.0]",[0.4682726726247871],SC2110_0012
"[-0.0686126267177639 0.0627483315766695 0.0214867082144172
 0.013414598507591 0.0038093327948201 0.0119519913503231
 0.0020950297508612 0.0029814724199441 -0.0003355205261216
 0.1549267721854411 -0.0539809093087309 -0.050356911218054
 -0.0357296391071546 -0.0221342499402044 -0.0006578286122173
 -0.007644660016785 0.0006963647831022 -0.0021390059495396
 0.0005162244367306 -4.0]",[0.40330587634676],SC2110_0008
"[-0.0228911984843397 0.1113758514929263 -0.0324929937536588
 0.0074229236076298 0.0045572654458926 0.0041916694757634
 -0.0018734370220645 -0.0002585203345646 -0.0009715942472832
 0.2272241326018494 -0.0011927768474594 -0.0413125725762929
 -0.0013684803593514 -0.0066334447667669 -0.0034997768038812
 -0.0019031172689901 -0.0021481205857922 -0.0003111027363048 0.0001229472
 -4.0]",[0.453657515745206],GS1_0029
"[-0.0143769974716754 0.1056723420213811 -0.0312638574872291
 0.0208267476415462 0.0099562391623958 0.0047956507549562
 -0.0018534878759137 -0.0002907510751915 -0.0008842673805433
 0.2492262078439253 0.0160379380442646 -0.0388027174696952
 0.0068184456663746 -0.0001763596350953 -0.0025102731048712
 -0.0018000342062568 -0.0022999985306289 -0.0002274877488228 7.07648e-05
 -3.0]",[0.4490422297511006],GS1_0027
"[-0.1933189464988381 -0.0516835016973362 -0.0555768912437749
 0.0097230383579791 -0.0142086856965875 0.0108269479023805
 -0.0061994082990795 0.0040514202675868 -0.0021095503039487
 0.283673877743518 -0.1001952067995014 -0.0416513589950693
 -0.0089962923851178 -0.0093229147615604 -0.0022735722410083
 -0.0052935324380865 -0.0018024870431602 -0.0017406626589021
 5.638485223589604e-05 11.0]",[0.0310150660773939],V43015_248_0031
"[-0.0712454393059373 0.1090852944252441 -0.0027036185171347
 0.0083049535465375 0.003334583002145 0.0053348864453431
 -0.0018744178140102 -0.0002613656640709 -0.0011338514110781
 0.2529188526714255 0.0129207597682404 -0.0146681217793625
 -0.0025518338558326 -0.005999686771539 -0.0030788573029084
 -0.0016091076830923 -0.0022623313025621 -0.0004030595933672 3.9121e-05
 -3.0]",[0.4009382056919498],GS1_0010
"[-0.1116124834185158 0.0876424138425387 -0.0018609690870012
 0.010338717803158 0.0020852126941424 0.0018131211030745
 -0.0009574412952798 -0.0005227480456675 -0.001019133177412
 0.249192976646199 -0.0220439947211312 -0.0126208899342956
 -0.002459381526123 -0.0072879746117838 -0.0061474107159384
 -0.0011503202470128 -0.0023224079413015 -0.0004305535799698
 2.6654300143714877e-05 -4.0]",[0.3878431006837444],GS1_0019
"[-0.1341119316984487 -0.0292595054887143 -0.0104175747251631
 0.0008251060455904 -0.0070480989001301 -0.0017429396113574
 -0.0030143203128332 -0.0008593328164386 -0.0009658621575379
 0.1341119316984487 0.0292595054887143 0.0104175747251631
 -0.0008251060455904 0.0070480989001301 0.0017429396113574
 0.0030143203128332 0.0008593328164386 0.0009658621575379 0.0005512198
 -3.0]",[0.432806192124696],NACA0012_64_0026
"[-0.0835484292826576 -0.0486235155449782 -0.0536117968965534
 -0.0014455919089893 -0.0141410599022886 0.0004672715846916
 -0.006442371840974 -0.0003231851801576 -0.0018997510308552
 0.1697488190190193 -0.0675445422610035 -0.0499846463650621
 -0.0189938060245168 -0.0210640179360904 -0.0005776300094961
 -0.0125371529922487 -0.0010480780063868 -0.0045170858007735
 0.0013802659351223 -3.0]",[0.4850286886380294],VR12_0037
"[-0.1933189464988381 -0.0516835016973362 -0.0555768912437749
 0.0097230383579791 -0.0142086856965875 0.0108269479023805
 -0.0061994082990795 0.0040514202675868 -0.0021095503039487
 0.283673877743518 -0.1001952067995014 -0.0416513589950693
 -0.0089962923851178 -0.0093229147615604 -0.0022735722410083
 -0.0052935324380865 -0.0018024870431602 -0.0017406626589021
 5.638485223589604e-05 3.0]",[0.467262469868364],V43015_248_0031
"[-0.0401108469654882 0.0744544500543923 0.0268540062543704
 0.0345680670751091 0.0050332364088671 0.0118467614814146
 0.0021152774266324 0.0028963815819277 -6.720237757992202e-05
 0.1599482830717874 -0.0376848623246593 -0.0398464166501413
 -0.0407905912319465 -0.0234385517475289 -0.0008302791061913
 -0.0077676141294559 0.000677495916797 -0.0020472569256513
 0.0005101845660552 -4.0]",[0.4558891625592969],SC2110_0012
"[-0.0858646825639575 0.0177362634568381 0.0260105791985354
 0.0323490789570914 0.0094721891717823 0.0087655556837834
 0.0036471827921998 0.0027367934541644 0.00042464303486 0.1329874239845742
 -0.0573257245365453 -0.029684799329626 -0.0168982757540454
 -0.0167823078653476 -0.0025131977387136 -0.0052825901888846
 0.0002321667711622 -0.0016410508278259 0.0019715654677164 -3.0]",[0.4420236803877745],SSCA09_0020
"[-0.1122050686360441 -0.0536801268661146 -0.0323840345225231
 0.0070649444457882 -0.0044211145806475 0.0047606440952485
 -0.0015783483084042 0.0013241650692228 -0.0008054592726838
 0.1162391897233858 -0.0053650675192938 -0.0092969384947007
 -0.0006186889004715 0.0001130566894783 0.0031146508296644
 0.0011102861169801 0.0008728582673579 0.0003371519021719
 0.0015446947131378 -1.0]",[0.4787765693676756],RC310_0039
"[-0.1116942606339954 0.0187411763627328 -0.0182576454465962
 -0.0041703354579814 -0.0145929549057398 -0.0009102263493675
 -0.0127351598203548 -0.0028565460955761 -0.0049187471900937
 0.175700244650843 -0.0435687090058608 0.0005856153675707
 -0.0026490501750084 0.0007381437736486 0.001149308722212
 -0.0044599675188471 -0.002470776141086 -0.0006817077891851 0.0 -3.0]",[0.4241636172119061],V23010_158_0035
"[-0.1014501307152784 -0.01354461378144 -0.0423525985544749
 0.0095984013927826 -0.0139021928726857 -0.0001728384199064
 -0.0012981420321733 -0.0027334669961949 -0.00088781174225
 0.146820316542967 -0.0679917819647446 -0.0318337097244452
 -0.0082859943851265 -0.0028561042255962 0.0025105421296323
 -0.0080717014783427 -0.0003194690370534 -0.0025484781125337
 0.0004750522731954 0.0]",[0.4661614700531074],RC410_0016
"[-0.0831258948393395 -0.0050387628707196 -0.0279734363917429
 0.0245540066340653 -0.0207530089930516 0.0150180807779107
 -0.0082272811006885 0.0045847075817046 -0.0017522653746575
 0.2658432183502184 -0.0580375537910727 -0.0102114812143696
 0.0029472025796276 -0.0176959552085659 0.0009371508806402
 -0.0083744704459569 -0.0003889311288319 -0.0027612602195125
 4.289920138333524e-05 1.0]",[0.4775820957328665],V43015_248_0037
"[-0.1441635430520698 0.0050756373256347 -0.0124835817800241
 0.0148927711935136 -0.0045915383412679 0.0049250039788239
 -0.0026766487719684 0.0012246076900631 -0.0014006858825274
 0.1885555758090935 0.0320731142125649 0.0245663534056878
 -0.0029254089879572 0.0084561338076627 -0.0013235906519208
 0.0038363203115025 -0.000213365682831 0.0019228318024436 0.0007768676
 -2.0]",[0.4486292671432543],RCSC2_0038
"[-0.1490908878546621 -0.0190825710223153 -0.0148204815006443
 0.0010890207035656 -0.0085433189362732 -0.0017429400323118
 -0.0030143207317594 -0.0008593331181853 -0.0009658624365212
 0.1490908878546621 0.0190825710223153 0.0148204815006443
 -0.0010890207035656 0.0085433189362732 0.0017429400323118
 0.0030143207317594 0.0008593331181853 0.0009658624365212 0.0018889158
 -4.0]",[0.367761687992611],NACA0012_64_0032
"[-0.1260059528684292 -0.0342037360872045 -0.0336270625552919
 0.008213149706127 -0.004755010636976 0.0045714181687625
 -0.0013173901406447 0.0012262849962624 -0.0006606688166967
 0.1967558529320926 0.008171784978935 -0.0165166124268306
 -0.0006739733093432 0.0003683682167141 0.0028743270470749
 0.0014117031002178 0.0008193081132471 0.0004803309763388
 0.0010797180447737 -4.0]",[0.4277446556432797],RC310_0011
"[-0.1038328924524475 -0.0092195561992715 -0.0212434304185595
 -0.0038944108999044 -0.0239453100526322 -0.0020058733685216
 -0.0132898996240105 -0.0027097589117769 -0.0047903140776356
 0.119930892983699 -0.0674786440102155 -0.0057527619751671
 -0.0013003365376857 -0.0073059886392478 0.0005530971520593
 -0.0054925386099614 -0.0019372437357018 -0.0008250188652452 0.0 20.0]",[0.0029077803099434],V23010_158_0006
"[-0.1512767749368939 -0.0692921970212539 -0.0481442622266869
 -0.0158461443174927 -0.0145600107207526 -0.0003373279414326
 -0.0059018567626791 -0.0006162753640783 -0.0019702723097963
 0.1484036161153638 -0.0896364092875469 -0.0458763886823658
 -0.0295014743567409 -0.0204733300034665 -0.0010534274850739
 -0.0115179365938345 -0.0015324857731567 -0.0040561029838276
 0.0010957365089491 -4.0]",[0.3787651803532439],VR12_0007
"[-0.0551219240714311 0.061429853174964 0.0445185592815437
 0.0462605352308905 0.0075972135966876 0.0118745508283828
 0.0019720529659783 0.0028949871354879 -0.0001380741915048
 0.1493427053481325 -0.058908207053146 -0.0265331525600636
 -0.0260626476093294 -0.0243708634954572 -0.0011208714332825
 -0.0076943019787188 0.0005193066347104 -0.0021320482297496
 0.0005877997285524 -3.0]",[0.4622405292147291],SC2110_0028
"[-0.0268228879016953 0.1217395954360989 -0.0168400026679932
 0.0203297045793079 0.0048906567145071 0.003437882011471
 -0.0015545362869373 -0.0003670563655317 -0.0009549582294697
 0.2680684166007933 0.0087110377371332 -0.0256351713568541
 0.0056972670657227 -0.0042375587086933 -0.0042504997977769
 -0.0015850403305761 -0.002375745703256 -0.0002079951669307 2.435e-05 -4.0]",[0.4541940445104586],GS1_0012
"[-0.089798832150184 0.016571517017379 0.0232972337998648
 0.0432548741973181 0.0070866501687601 0.0115710411292649
 0.0024059603583977 0.0027088307130201 -5.293377913767677e-05
 0.1573249961621599 -0.0839882478545473 -0.0316894278797516
 -0.0191193110668831 -0.0197367260334362 -0.0017519434947094
 -0.0070589493366456 0.000255108415698 -0.0019468083230128
 0.002197517718231 -4.0]",[0.462331970312398],SC2110_0020
"[-0.1660299532049237 -0.03488467326127 -0.0549297477682828
 0.0159719354429209 -0.0119716446452012 0.0120660929211727
 -0.0070848496834529 0.0044769435150339 -0.0022222660836798
 0.2663671523831517 -0.078693454668026 -0.0416171636475721
 -0.0018147177176343 -0.0121753111674084 -0.0002296947951871
 -0.0072757587672504 -0.0007104257735379 -0.0025590582132795
 7.347619312463288e-05 -2.0]",[0.4612568410390426],V43015_248_0024
"[-0.0900111909539367 0.055761795758733 0.0127201367800797
 0.0143661685849276 0.0099923007826812 0.0041756555941534
 0.0052236091068966 0.0009603606662347 0.0021504517213555
 0.1340801527220383 -0.040152036668112 -0.008317583432829
 -0.0137979672235962 -0.014313074270761 -0.0040571427482756
 -0.0066964216439967 -0.0014398504601653 -0.0026932226448338 0.0030253533
 -2.0]",[0.4184683815960249],SC1095_0017
"[-0.1279394025348832 -0.0097469554144834 -0.0284099807052201
 -0.0003374458404991 -0.0238466135450498 -0.0018596433089793
 -0.0134478551637936 -0.0024625022244897 -0.0051708345969021
 0.1694727826856329 -0.0609756201712952 -0.0077216955214024
 -0.0008802293106789 -0.0082548806377989 -0.0003940733827546
 -0.0049465445450407 -0.0019969448483448 -0.001094633017742 0.0 20.0]",[0.0028629911661988],V23010_158_0034
"[-0.0540428405698713 0.03766391228234 -0.014695079317623
 -0.0032092884390679 -0.0236636149445096 -0.002166514394303
 -0.0132819031570853 -0.0026820891200973 -0.0046555556592839
 0.1410318262892322 -0.0261505181923359 -0.0004921388173568
 -0.0016903554405854 -0.0100831214531054 0.0006550475528124
 -0.0058536675464109 -0.0017591252204406 -0.0008915014142404 0.0 -1.0]",[0.4756215480782169],V23010_158_0018
"[-0.1252931488551503 -0.046749746158072 -0.0300275040424516
 -0.0039389138414504 -0.0135051918902112 -0.0031803555092045
 -0.0048785421425756 -0.0010748592630482 -0.0014723891393655
 0.1498776492589063 -0.0658882339091401 -0.0288082312607709
 -0.016490941184817 -0.0200067364543077 -0.0037119624644301
 -0.0113059100950421 -0.0016955668493092 -0.0040811984332678
 0.0018256940722217 -3.0]",[0.4412049464785553],VR12_0013
"[-0.0957717453416669 0.0119236111403919 -0.0148834707616398
 -0.0030967049258335 -0.0189164671923538 -0.0010868635912595
 -0.0133283939581163 -0.0026646506234298 -0.004832122473844
 0.1251311957703364 -0.0464877108825319 0.0027597916585484
 -0.0009691978074356 -0.0044742361939322 0.0017442106498858
 -0.0056690644141987 -0.0019197332298685 -0.0008096035513648 0.0 -2.0]",[0.4670333113402534],V23010_158_0005
"[-0.077297819962464 -0.0110900389558808 -0.0461626401428921
 0.0113775869583029 -0.0113493618924612 0.0013745780216375
 -0.0015883729732908 -0.0026331338072985 -0.0009032964058634
 0.151675216741595 -0.0665196664378282 -0.0374613399394109
 -0.0053621496685988 0.0005516946495753 0.0040904837537443
 -0.0083492289586189 -0.0002724469884638 -0.0025921651190827
 0.0007451021727474 -3.0]",[0.4722771777169647],RC410_0037
"[-0.1163659813392605 0.0029913551962291 0.0290348113800728
 0.019573665092798 0.0061500711733616 0.0090803218131272
 0.0036407339572891 0.0028674292122306 0.0004326293311838
 0.1144916682056717 -0.071755910618987 -0.0479952396419862
 -0.0346522513086075 -0.0190511832973094 -0.0020244829393872
 -0.0052899429073705 0.0003365679566295 -0.0015727187093121
 0.001844383046553 -3.0]",[0.4400035046137006],SSCA09_0033
"[-0.1196607620441707 -0.0500099401366872 -0.0330891927209593
 0.022028761383858 -0.012560643225328 0.012756216927583
 -0.0070013953322131 0.0040857593775504 -0.0014550162472164
 0.1844588921862625 -0.1088561813933708 -0.0220133460100781
 0.0074587158105083 -0.0124569002138768 0.0012643212346407
 -0.008562855569316 -0.0002362761505936 -0.0026996523007067
 2.4733671843117904e-05 -3.0]",[0.4828983271831023],V43015_248_0026
"[-0.1516332393837802 0.0142476622505037 -0.0094602147024928
 -0.0042054480661063 -0.005203333575871 -0.0027139523180808
 -0.0027972709401791 -0.0011201788808577 -0.0008099801919141
 0.1516332393837802 -0.0142476622505037 0.0094602147024928
 0.0042054480661063 0.005203333575871 0.0027139523180808
 0.0027972709401791 0.0011201788808577 0.0008099801919141 0.0007335791
 -3.0]",[0.3457927725521988],NACA0015_0026
"[-0.082372800161184 -0.0016936325609104 -0.0351828885452363
 -0.0088438442095066 -0.0144824390561445 -0.0007877325765119
 -0.0059687143976761 -0.0005511511277503 -0.0018306169145604
 0.1781198593095679 -0.0213722450636652 -0.0337002510443884
 -0.0273608601401263 -0.0224028125549279 -0.0015630249853716
 -0.0124599494423607 -0.0012479579549976 -0.0044099244796807
 0.0004656650189828 -1.0]",[0.4819599656170555],VR12_0012
"[-0.0764816213317984 0.0977984811051088 -0.0019776792374638
 0.0117224637990045 -0.0097421541685669 0.0109698849635148
 -0.0062529911655213 0.0038054101014119 -0.001905375451694
 0.3178075811849584 0.0472499633900311 0.009041819361527
 -0.0008445349288095 -0.0114247942289711 -0.0001878113554719
 -0.0076564484560177 -0.0009357347470926 -0.0026514286667586
 8.249540587304798e-05 -3.0]",[0.4528268631576249],V43015_248_0003
"[-0.0644944988684286 0.0456699406243071 0.008926512968157
 0.0200413584067076 0.0089818677518337 0.0047286799267025
 0.0050038984444317 0.0010532213687571 0.0021136989727553
 0.1169910982371435 -0.0272632317729602 -0.0081174359660781
 -0.0172089416659267 -0.0129080716617123 -0.0034923260675388
 -0.0069316811933153 -0.0013358122955815 -0.0027406260234561 0.0016098664
 -2.0]",[0.4425045744868544],SC1095_0027
"[-0.2256261074427551 0.0112524201406977 -0.0130354821993795
 -0.0047023586191941 -0.0049843998336183 -0.0027139531310178
 -0.0027972716499762 -0.0011201793771089 -0.0008099806194122
 0.2256261074427551 -0.0112524201406977 0.0130354821993795
 0.0047023586191941 0.0049843998336183 0.0027139531310178
 0.0027972716499762 0.0011201793771089 0.0008099806194122 0.0006496323
 -1.0]",[0.3320060393417812],NACA0015_0034
"[-0.0641636599943343 0.0246010209390497 0.0213321725816474
 0.0280172551538084 0.0053832906321518 0.0112424403114007
 0.0024518928237666 0.0026842428808813 3.29142331216411e-05
 0.1050731812170518 -0.066876264852684 -0.0469650350861775
 -0.0392356174995944 -0.0199494645472492 -0.0008529981329071
 -0.0076994761302244 0.0006131116927211 -0.002081233303172
 0.0012454944597825 -2.0]",[0.4696104519272326],SC2110_0022
"[-0.0938254276146673 0.0159358430525369 -0.0060354519431451
 0.0133308423188851 -0.0063815670286363 0.0051914025965299
 -0.0028780145655083 0.0012708422876574 -0.0014584074942351
 0.144033565014276 0.039132805675235 0.0286669056945754
 -0.0005897055217162 0.0087757035620063 -0.0010331255542393
 0.0036316903706727 -0.0001625615339229 0.0018646085589283 0.0013863494
 -1.0]",[0.4794051289109498],RCSC2_0029
"[-0.1327215763837326 -0.0059047712078502 0.0010957311317616
 0.0157119036341636 -0.0123092646615264 0.0115192580467812
 -0.0065555844132906 0.0040079268427776 -0.0016968863179137
 0.2165790172018271 -0.057622230945533 0.0107059820426808
 0.0024419210343827 -0.0143166943017276 -0.0001948018187127
 -0.007357724729215 -0.0009465482369436 -0.0023050943898468
 7.918772779155585e-05 -4.0]",[0.473939320066702],V43015_248_0036
"[-0.1027909419378378 -0.0221719093873408 -0.0347516499798347
 0.0056235797603014 -0.0052282730339977 0.0047339842234285
 -0.0014970617845575 0.0012673711886333 -0.0007362911646209
 0.181425075698973 0.0134768071545427 -0.012364302420181
 -0.0004663216680947 -0.0006329791519982 0.0030165486890909
 0.0012158231493945 0.0008715011444585 0.0004071065397311
 0.0007779512704533 -3.0]",[0.4487331550540801],RC310_0002
"[-0.062481587968312 0.0236491081041412 0.0237539211870123
 0.0221630373252283 0.0075767704574615 0.0090840809245583
 0.0034326310596597 0.0028937484589947 0.0002953784661719
 0.0879548848917591 -0.0458033146224893 -0.0430763885688817
 -0.0322367048933567 -0.0161341979067622 -0.0018457425092549
 -0.0056420438963503 0.0004605336997109 -0.0017779942821169
 0.001117708190005 -3.0]",[0.4498965863185881],SSCA09_0022
"[-0.1616314369511187 0.0024326331007269 0.0159239018577701
 -0.0041707362539307 -0.0069842800967686 -0.0007411682916163
 -0.0014947443059261 -0.0007444116563407 -0.0008720119443816
 0.1616314369511187 -0.0024326331007269 -0.0159239018577701
 0.0041707362539307 0.0069842800967686 0.0007411682916163
 0.0014947443059261 0.0007444116563407 0.0008720119443816 8.85769e-05 -4.0]",[0.2886344201962875],NACA64A015_0012
"[-0.1018947442319927 0.054165423688031 0.009197134716814
 0.0164227088666638 0.0092685736582007 0.0041475512208285
 0.0053674065334125 0.0008848337763532 0.0021967481207523
 0.1465420397957454 -0.047801300013375 -0.0149128731027821
 -0.0168638526429282 -0.0109891418405277 -0.0040936055703046
 -0.0065309670765012 -0.0015233382192392 -0.0026342981964698 0.001546234
 -3.0]",[0.3901294751142678],SC1095_0035
"[-0.1086702659517022 -0.0013380146573605 -0.0183821326152839
 -0.0053160112915483 -0.0278141506633258 -0.0042397363248586
 -0.0128006904269223 -0.0028720883617611 -0.004681802755962
 0.13925246313844 -0.0561428493168815 -0.0005283770798362
 -0.0044020272879468 -0.0140710437550041 -0.0018732891082439
 -0.0050718204775282 -0.0019578642529216 -0.0009931772885492 0.0 17.0]",[0.0029075097551217],V23010_158_0013
"[-0.1027909419378378 -0.0221719093873408 -0.0347516499798347
 0.0056235797603014 -0.0052282730339977 0.0047339842234285
 -0.0014970617845575 0.0012673711886333 -0.0007362911646209
 0.181425075698973 0.0134768071545427 -0.012364302420181
 -0.0004663216680947 -0.0006329791519982 0.0030165486890909
 0.0012158231493945 0.0008715011444585 0.0004071065397311
 0.0007779512704533 -2.0]",[0.4612806111908926],RC310_0002
"[-0.0587721075476988 0.0847803701833756 -0.0050110062302794
 0.0199070816218824 0.0020665918547649 0.0038170554305843
 -0.0017530156843224 -0.0002593690844171 -0.0010255100873021
 0.1895408869455752 -0.0065652898162693 -0.0160278011283081
 0.0073367343437255 -0.005898894863615 -0.0039672370562828
 -0.0019110796608781 -0.0020897081860436 -0.0003505449858435 5.99198e-05
 -4.0]",[0.4287988142528549],GS1_0022
"[-0.1532087017735465 -0.0403512364722751 -0.0331545920959709
 0.0054606717348581 -0.0046507230051684 0.0044124052345482
 -0.0013059308713558 0.0012384107276492 -0.0006998887370633
 0.1751503000557831 -0.0028326641864244 -0.0076157291415804
 -0.0025781226239124 0.0006405682896714 0.0027225191330408
 0.0014313174995487 0.0007901813559065 0.000458606450748
 0.0015356548335507 -1.0]",[0.4730832293312824],RC310_0040
"[-0.1933189464988381 -0.0516835016973362 -0.0555768912437749
 0.0097230383579791 -0.0142086856965875 0.0108269479023805
 -0.0061994082990795 0.0040514202675868 -0.0021095503039487
 0.283673877743518 -0.1001952067995014 -0.0416513589950693
 -0.0089962923851178 -0.0093229147615604 -0.0022735722410083
 -0.0052935324380865 -0.0018024870431602 -0.0017406626589021
 5.638485223589604e-05 16.0]",[0.0125573856283346],V43015_248_0031
"[-0.2106230667453646 0.0027272827788385 0.0138714762049715
 -0.0035986553643231 -0.0056620377557441 -0.0007411680680138
 -0.0014947440616339 -0.0007444114890165 -0.0008720118024268
 0.2106230667453646 -0.0027272827788385 -0.0138714762049715
 0.0035986553643231 0.0056620377557441 0.0007411680680138
 0.0014947440616339 0.0007444114890165 0.0008720118024268 0.000504907 -4.0]",[0.2812265112950102],NACA64A015_0015
"[-0.0831390725922366 0.0445373815574513 0.0102318610196923
 0.0131494244806838 0.0102162397495659 0.0044956381363003
 0.0050878646230603 0.0010409330702834 0.0021076693143536
 0.1161776366530531 -0.0470983373420234 -0.0125069597612655
 -0.0104361657929649 -0.0137872291152968 -0.0037185725533299
 -0.0068385038311606 -0.0013470547919482 -0.0027411554280968 0.003052856
 -4.0]",[0.3747019689876721],SC1095_0036
"[-0.2044532342477375 0.0121487597654307 -0.0138484638041728
 -0.0055423697456463 -0.006320313876074 -0.0027139529276946
 -0.0027972715543133 -0.0011201792589261 -0.0008099806075405
 0.2044532342477375 -0.0121487597654307 0.0138484638041728
 0.0055423697456463 0.006320313876074 0.0027139529276946
 0.0027972715543133 0.0011201792589261 0.0008099806075405 0.001140349 -2.0]",[0.3299191604297763],NACA0015_0023
"[-0.1165285898969758 0.0098850573768586 -0.0091855960236172
 0.0137481581901718 -0.0066327590150011 0.0050967263807049
 -0.0028665899987306 0.0012825740993308 -0.0014648827537663
 0.1500218525427879 0.0339700911002911 0.0287373169229422
 -0.0068440153972625 0.008033066703412 -0.0011441152464507
 0.0036258104647341 -0.0001607369165306 0.0018541601977322 0.0015900399
 -2.0]",[0.458148411909817],RCSC2_0006
"[-0.1205859578614669 0.0189059623808763 -0.0134402491914472
 0.0181274568400318 -0.0043489044882166 0.0048917585555286
 -0.0027092809663105 0.0012057117771001 -0.0014083301364623
 0.1729492684093954 0.0376635677778167 0.0379689240624557
 -0.0023146821143242 0.0081710001470852 -0.0013105675990593
 0.0038191200043436 -0.000216066903319 0.0019176554736125 0.0005258659
 -1.0]",[0.4685669853523926],RCSC2_0016
"[-0.0838051182795013 0.0554862733965681 0.0096928485932473
 0.0216422826338326 0.0092653446376492 0.0053773632138768
 0.004458930629762 0.0013958303777777 0.0018159163693463 0.123257826781601
 -0.0423403498047914 -0.0139454141479819 -0.0136195938873781
 -0.0147425333150884 -0.0029139295323988 -0.0073991351862247
 -0.0010386823941682 -0.0029871545567287 0.0006398592572276 -1.0]",[0.4513035929876705],SC1095_0028
"[-0.0680745715645227 0.0271434314733974 0.0404015438532361
 0.0263683016714019 0.0064527686067763 0.0099632265064138
 0.0030684334825174 0.0030914812651627 0.0002258302810731
 0.1183542186959166 -0.0420685882858925 -0.0417729426981921
 -0.029525583258388 -0.0190579913282515 -0.001224970562216
 -0.005846384571712 0.0005630249761419 -0.001797423866397
 0.0008717991972157 -3.0]",[0.4651399934529721],SSCA09_0016
"[-0.0975095388650741 0.0520164331795434 0.001489912408518
 0.0202070076510187 0.0074235971847043 0.0051069266944647
 0.0046251009665616 0.00132018245169 0.0018507400955103 0.1483111208153434
 -0.0385454313803394 -0.0163077542683861 -0.0145580715282731
 -0.012332832425293 -0.0031695767075303 -0.0072460372841777
 -0.0011043016631538 -0.0029618704295454 0.0020727274683149 -2.0]",[0.4253615871731889],SC1095_0011
"[-0.0629751443956039 0.0495254039717853 0.0469179668170142
 0.039992138779646 0.0066508987433171 0.011226103586746 0.0025616044118934
 0.002561667845941 8.458954635374064e-05 0.1054826802516125
 -0.0769079877792245 -0.0337567867224339 -0.0295703128395579
 -0.0169537445561584 -0.001039800213828 -0.0074905691069108
 0.000379150840098 -0.0019919037916526 0.0007866588731084 -2.0]",[0.4689609954248774],SC2110_0021
"[-0.1744759020273243 -0.0227922751003063 -0.0150804962319066
 0.0009643017662758 -0.008031151133051 -0.0017429400307316
 -0.0030143206590392 -0.0008593331084037 -0.0009658623829074
 0.1744759020273243 0.0227922751003063 0.0150804962319066
 -0.0009643017662758 0.008031151133051 0.0017429400307316
 0.0030143206590392 0.0008593331084037 0.0009658623829074 0.0005119711
 -2.0]",[0.4434982620799234],NACA0012_64_0010
"[-0.0706504307250206 0.0440281436232445 0.0043788550676948
 0.0133931685746782 0.0079205042860294 0.0044148440568132
 0.005076805547416 0.001040660335002 0.0021169334182157 0.1016846899464211
 -0.0575253378388914 -0.0137236092908212 -0.0101722452863015
 -0.0122505852597915 -0.0037979767471931 -0.0068549910138122
 -0.0013407042054564 -0.0027362152362117 0.0009563134 -4.0]",[0.3980966605185513],SC1095_0026
